"","Date","Team","Opp","BO","Pos","G","AB","PA","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB.","K.","BB.K","AVG.1","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC.","GB.FB","LD.","GB.","FB.","IFFB.","HR.FB","IFH.","BUH.","Pull.","Cent.","Oppo.","Soft.","Med.","Hard.","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","WPA","X.WPA","X.WPA.1","RE24","REW","pLI","phLI","PH","WPA.LI","Clutch","FB..1","FBv","SL.","SLv","CT.","CTv","CB.","CBv","CH.","CHv","SF.","SFv","KN.","KNv","XX.","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB.C","wSL.C","wCT.C","wCB.C","wCH.C","wSF.C","wKN.C","O.Swing.","Z.Swing.","Swing.","O.Contact.","Z.Contact.","Contact.","Zone.","F.Strike.","SwStr.","vFA","vFT","vFC","vFS","vFO","vSI","vSL","vCU","vKC","vEP","vCH","vSC","vKN","FA.X","FT.X","FC.X","FS.X","FO.X","SI.X","SL.X","CU.X","KC.X","EP.X","CH.X","SC.X","KN.X","FA.Z","FT.Z","FC.Z","FS.Z","FO.Z","SI.Z","SL.Z","CU.Z","KC.Z","EP.Z","CH.Z","SC.Z","KN.Z","O.Swing..1","Z.Swing..1","Swing..1","O.Contact..1","Z.Contact..1","Contact..1","Zone..1","Pace","Player"
"282",2014-05-02,"NYM","@COL","2","2B",1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0.2,0.2,0.2,0.4,0,2.5,0.2,-0.4,0,-0.5,0.178,11,4,0,80,20,0,0,0,0,20,40,40,20,60,20,4,1,0,0,0,0,0,5,11,16,-0.06,-0.11,0.05,-1.18,-0.1,0.58,0,0,-0.1,0.01,68.8,93.6,12.5,87,6.3,88,0,0,12.5,86,0,0,0,0,0,-0.7,0.5,0,0,-0.2,0,0,-6.36,22.97,2.26,0,-8.72,0,0,37.5,75,56.3,100,83.3,88.9,50,80,6.3,93.2,0,94.2,83.2,0,0,87.6,0,0,0,0,0,0,3.7,0,-0.5,6.3,0,0,3.3,0,0,0,0,0,0,6.6,0,6.2,0.6,0,0,4.5,0,0,0,0,0,0,37.5,75,56.3,100,83.3,88.9,50,23.7,"Daniel Murphy"
"283",2014-04-16,"NYM","@ARI","2","2B",1,5,5,2,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.4,0,20,0,0.4,0.4,0.4,0.8,0,7.5,0.5,0.2,1,0.2,0.357,133,2,25,50,25,0,0,50,0,0,25,75,50,50,0,2,1,1,0,1,0,0,5,11,16,-0.05,-0.08,0.03,0.29,0.03,0.58,0,0,0.04,-0.13,62.5,92.4,6.3,85,25,90.8,6.3,78,0,0,0,0,0,0,0,0.4,0,-0.2,0,0,0,0,4.04,-3.78,-4.99,3.5,0,0,0,50,50,50,80,100,87.5,37.5,60,6.3,93.4,0,91,0,0,91.5,85.3,78.1,0,0,0,0,0,-0.7,0,-0.1,0,0,-3.6,2.3,6.4,0,0,0,0,0,8.4,0,6.5,0,0,5,6.6,-6.8,0,0,0,0,0,44.4,57.1,50,75,100,87.5,43.8,23.5,"Daniel Murphy"
"284",2013-09-27,"NYM","MIL","3","2B",1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.5,0.75,0.25,0.1,0.25,0,0,0,0.318,105,3,0,75,25,0,0,0,0,25,50,25,0,25,75,3,1,0,0,0,0,0,7,10,17,-0.06,-0.2,0.14,-0.34,-0.04,1.99,0,0,-0.02,-0.01,58.8,91.1,41.2,86.9,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.6,0,0,0,0,0,-4.84,7.88,0,0,0,0,0,25,66.7,47.1,100,100,100,52.9,75,0,91.3,91,0,0,0,90.9,87,0,0,0,0,0,0,-1,-5.2,0,0,0,-9.6,4,0,0,0,0,0,0,9.8,8.3,0,0,0,5,3.1,0,0,0,0,0,0,10,100,47.1,100,100,100,41.2,23.5,"Daniel Murphy"
"285",2013-09-25,"NYM","@CIN","3","2B",1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.25,0,25,0,0.25,0.25,0.25,0.5,0,5,0.333,0.2,0,-0.3,0.222,39,2,33.3,66.7,0,0,0,0,0,0,100,0,0,33.3,66.7,2,0,1,0,0,0,0,6,10,16,-0.08,-0.1,0.02,-0.86,-0.1,0.82,0,0,-0.05,-0.05,75,94.1,12.5,88,0,0,12.5,80,0,0,0,0,0,0,0,0,0.1,0,-0.9,0,0,0,0.07,3.56,0,-43.15,0,0,0,25,75,50,100,83.3,87.5,50,75,6.3,94.3,93.2,0,0,0,0,87.8,79.9,0,0,0,0,0,0,0.3,0,0,0,0,2.6,0.3,0,0,0,0,0,10.1,9.7,0,0,0,0,4,-3.3,0,0,0,0,0,33.3,71.4,50,100,80,87.5,43.8,21.8,"Daniel Murphy"
"286",2013-07-27,"NYM","@WSN","2","2B",1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.5,0,0.1,0.25,0,0,-0.3,0.222,39,0,25,0,75,0,0,0,0,25,25,50,0,50,50,0,3,1,0,0,0,0,2,10,12,-0.03,-0.07,0.04,-0.29,-0.03,0.76,0,0,-0.02,-0.02,50,90.2,8.3,86,25,92,0,0,0,0,16.7,82,0,0,0,-0.6,0.5,0,0,0,-0.2,0,-10,51.95,0.73,0,0,-12.14,0,60,57.1,58.3,100,100,100,58.3,75,0,89.9,92.2,0,0,0,0,86.3,81.8,0,0,0,0,0,-3.8,-6.6,0,0,0,0,5.1,-0.1,0,0,0,0,0,9.3,7.3,0,0,0,0,2.4,1.1,0,0,0,0,0,50,66.7,58.3,100,100,100,50,22.4,"Daniel Murphy"
"287",2013-06-16,"NYM","CHC","2","1B",1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,25,1,0,0.25,0,0.25,0,0.1,0,0,0,-0.4,0.173,4,1,0,50,50,0,0,0,0,50,0,50,0,50,50,1,1,0,0,0,0,0,8,10,18,0.02,-0.06,0.08,0.14,0.02,1.04,0,0,-0.03,0.05,83.3,91,11.1,85.5,5.6,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,-2.81,1.78,0,0,0,0,0,12.5,55.6,35.3,100,100,100,52.9,50,0,90.4,91.6,0,0,0,0,85.2,0,0,0,0,0,0,1,-5.3,0,0,0,0,2.6,0,0,0,0,0,0,9.2,9.1,0,0,0,0,2,0,0,0,0,0,0,0,60,33.3,0,100,100,55.6,22.4,"Daniel Murphy"
"288",2013-06-04,"NYM","@WSN","2","2B",1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,1,0,50,50,0,0,0,0,50,25,25,50,50,0,2,2,0,0,0,0,0,2,10,12,-0.14,-0.14,0,-1.26,-0.14,1.18,0,0,-0.12,0,41.7,94.8,33.3,86.5,0,0,16.7,76,8.3,89,0,0,0,0,0,-1.1,-0.3,0,-0.1,0,0,0,-22.8,-6.96,0,-3.79,3.56,0,0,71.4,40,58.3,100,100,100,41.7,100,0,95,93.6,0,0,0,0,86.5,75.9,0,0,88.8,0,0,-4.4,-7.1,0,0,0,0,2.2,7.1,0,0,-7.1,0,0,8,5.1,0,0,0,0,2.7,-8.8,0,0,5.6,0,0,80,42.9,58.3,100,100,100,58.3,19.1,"Daniel Murphy"
"289",2013-05-01,"NYM","@MIA","2","2B",1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4,0,0,0,0.4,0.4,0.4,0.8,0,5,0.4,-0.4,1,0.2,0.355,131,4,0,80,20,0,0,0,0,40,0,60,0,80,20,4,1,0,0,0,0,0,5,8,13,-0.09,-0.13,0.03,-0.92,-0.11,0.75,0,0,-0.05,-0.07,53.9,89.4,15.4,87,23.1,79.7,0,0,7.7,76,0,0,0,0,0,0.1,0.5,-0.2,0,-0.8,0,0,1.91,24.42,-5.96,0,-75.84,0,0,14.3,100,53.9,100,100,100,46.2,60,0,88.7,0,80.2,0,0,92.9,86.8,78.3,0,0,76,0,0,5.2,0,-1.2,0,0,-10.4,2.4,-0.7,0,0,7.3,0,0,12,0,3,0,0,4.7,1.4,0.2,0,0,7,0,0,16.7,85.7,53.9,100,100,100,53.9,24.1,"Daniel Murphy"
"290",2012-05-02,"NYM","@HOU","2","2B",1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,2,25,50,25,0,0,0,0,50,25,25,25,50,25,2,1,1,0,0,0,0,2,13,15,-0.05,-0.05,0,-0.88,-0.1,0.5,0,0,-0.11,0,60,92.3,13.3,84.5,0,0,20,77,6.7,87,0,0,0,0,0,-0.5,0,0,-0.5,0,0,0,-5.2,0,0,-18.12,2.38,0,0,57.1,75,66.7,100,100,100,53.3,100,0,93.1,89.4,0,0,0,0,84.6,77,0,0,87.1,0,0,-2,5.8,0,0,0,0,4.5,-2.4,0,0,-5.1,0,0,9.4,8.1,0,0,0,0,3.5,-5.8,0,0,4,0,0,66.7,66.7,66.7,100,100,100,60,21.4,"Daniel Murphy"
"291",2012-04-30,"NYM","@HOU","3","2B",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,2,0,66.7,33.3,0,0,0,0,33.3,33.3,33.3,33.3,66.7,0,2,1,0,0,0,0,0,6,10,16,-0.11,-0.11,0,-0.75,-0.08,1.17,0,0,-0.1,0,56.3,93,37.5,86,0,0,0,0,6.3,88,0,0,0,0,0,-0.2,-0.5,0,0,-0.2,0,0,-2.51,-8.63,0,0,-19.85,0,0,36.4,80,50,50,100,75,31.3,50,12.5,92.8,0,0,0,0,0,86.3,0,0,0,87.8,0,0,-1.6,0,0,0,0,0,5.8,0,0,0,-3,0,0,8.6,0,0,0,0,0,2.2,0,0,0,6.6,0,0,50,50,50,60,100,75,37.5,21.7,"Daniel Murphy"
"292",2011-07-23,"NYM","@FLA","5","1B",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,0.5,0,33.3,66.7,0,0,0,0,33.3,33.3,33.3,0,100,0,1,2,0,0,0,0,0,5,13,18,-0.19,-0.19,0,-1.58,-0.18,1.89,0,0,-0.1,0,61.1,90.4,5.6,89,0,0,16.7,68.7,16.7,80.7,0,0,0,0,0,-0.8,-0.1,0,0,-0.2,0,0,-6.89,-5.38,0,1.61,-6.77,0,0,33.3,66.7,50,100,100,100,50,100,0,93.5,0,0,0,0,87.5,89.4,68.5,0,0,80.6,0,0,2.9,0,0,0,0,-6.8,2,12.3,0,0,-4.4,0,0,8.8,0,0,0,0,5.6,5,-6.1,0,0,2.1,0,0,50,50,50,100,100,100,44.4,26.1,"Daniel Murphy"
"293",2011-07-21,"NYM","STL","4","3B",1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,0.5,25,25,50,0,0,0,0,0,100,0,0,50,50,1,2,1,0,0,0,0,6,8,14,-0.1,-0.1,0,-1.13,-0.12,0.74,0,0,-0.12,-0.02,92.9,93,7.1,86,0,0,0,0,0,0,0,0,0,0,0,-1.6,0,0,0,0,0,0,-12.02,2.21,0,0,0,0,0,14.3,100,57.1,100,100,100,50,25,0,96.8,0,0,0,0,91.5,86.4,0,0,0,0,0,0,-5.6,0,0,0,0,-8.1,3.6,0,0,0,0,0,0,7.5,0,0,0,0,2.3,1.6,0,0,0,0,0,0,20,77.8,57.1,100,100,100,64.3,24.8,"Daniel Murphy"
"294",2011-05-13,"NYM","@HOU","6","1B",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,2,0,66.7,33.3,0,0,0,0,0,66.7,33.3,33.3,66.7,0,2,1,0,0,0,0,0,5,9,14,-0.06,-0.06,0,-0.61,-0.06,0.63,0,0,-0.1,0,42.9,91.6,21.4,84.7,0,0,0,0,35.7,83.2,0,0,0,0,0,-0.3,-0.1,0,0,-0.5,0,0,-5.39,-2.73,0,0,-9.99,0,0,37.5,66.7,50,66.7,75,71.4,42.9,75,14.3,91.8,0,0,83.7,0,89.6,84.5,0,0,0,82.6,0,0,-2.1,0,0,-0.8,0,-6,4.9,0,0,0,-5.3,0,0,8.8,0,0,1.7,0,3.3,2,0,0,0,6.2,0,0,25,83.3,50,50,80,71.4,42.9,17.9,"Daniel Murphy"
"295",2011-04-20,"NYM","HOU","8","2B",1,4,4,3,2,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.75,0,25,0,0.75,0.75,1.5,2.25,0.75,0.1,1,0,3,2.1,0.967,546,1,33.3,33.3,33.3,0,100,0,0,66.7,0,33.3,0,33.3,66.7,1,1,1,0,0,0,0,5,9,14,0.47,-0.01,0.48,2.34,0.25,1.65,0,0,0.21,0.07,64.3,91.6,14.3,85.5,0,0,0,0,21.4,83.7,0,0,0,0,0,0.1,1.3,0,0,0.7,0,0,0.73,64.82,0,0,22.76,0,0,25,50,35.7,100,100,100,42.9,50,0,91.6,0,0,0,0,0,85.1,0,0,0,83.4,0,0,-0.1,0,0,0,0,0,2.2,0,0,0,-8.8,0,0,9.9,0,0,0,0,0,1.8,0,0,0,4.4,0,0,0,62.5,35.7,0,100,100,57.1,18.1,"Daniel Murphy"
"296",2009-09-15,"NYM","@ATL","5","1B",1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0.5,0.5,0.75,1.25,0.25,0.1,0.5,0,1,0.7,0.538,241,2,50,50,0,0,0,0,0,75,25,0,0,50,50,2,0,2,0,0,0,0,4,7,11,-0.01,-0.07,0.05,-0.04,0,0.6,0,0,0.06,-0.08,72.7,90.8,18.2,84.5,0,0,9.1,74,0,0,0,0,0,0,0,-0.6,0.8,0,-0.1,0,0,0,-7.45,41.61,0,-5.07,0,0,0,20,50,36.4,100,100,100,54.6,75,0,90.7,0,0,0,0,0,84.8,73.9,0,0,0,0,0,-4.5,0,0,0,0,0,3.2,8.9,0,0,0,0,0,10.4,0,0,0,0,0,4.7,-6.1,0,0,0,0,0,20,50,36.4,100,100,100,54.6,18.4,"Daniel Murphy"
"297",2009-09-02,"NYM","@COL","3","1B",1,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,-0.8,0,-100,0.5,0,33.3,66.7,0,0,0,0,0,33.3,66.7,0,100,0,1,2,0,0,0,0,0,3,6,9,-0.08,-0.08,0,-0.8,-0.07,1.18,0,0,-0.07,0,33.3,97,22.2,87.5,0,0,11.1,80,33.3,86.7,0,0,0,0,0,-0.3,-0.2,0,0.1,-0.2,0,0,-8.56,-10.16,0,10.08,-6.89,0,0,50,66.7,55.6,100,100,100,33.3,66.7,0,97,0,0,0,0,0,87.4,79.7,0,0,86.6,0,0,-5.5,0,0,0,0,0,4.1,7.1,0,0,-5.6,0,0,5.3,0,0,0,0,0,1.3,-5.4,0,0,3.6,0,0,57.1,50,55.6,100,100,100,22.2,31,"Daniel Murphy"
"298",2009-07-19,"NYM","@ATL","3","1B",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1.1,0,-100,0,33.3,0,66.7,0,0,0,0,33.3,66.7,0,0,100,0,0,2,1,0,0,0,0,3,10,13,-0.11,-0.11,0,-1.01,-0.11,0.87,0,0,-0.11,-0.01,38.5,92.8,30.8,85.3,0,0,15.4,72.5,15.4,78.5,0,0,0,0,0,-0.2,-0.1,0,-0.3,-0.5,0,0,-4,-3.74,0,-13.88,-26.81,0,0,40,50,46.2,0,100,66.7,61.5,75,15.4,93.4,89.5,0,0,0,0,85.1,72.3,0,0,78.8,0,0,1.9,-7.7,0,0,0,0,2.6,5.6,0,0,-6.8,0,0,10.1,4.6,0,0,0,0,4.1,-4.4,0,0,5.7,0,0,57.1,33.3,46.2,50,100,66.7,46.2,26,"Daniel Murphy"
"299",2009-07-11,"NYM","CIN","6","1B",1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,25,1,0,0.25,0,0.25,0,0.1,0,0,0,-0.5,0.177,-1,1,0,50,50,0,0,0,0,0,50,50,50,50,0,1,1,0,0,0,0,0,8,10,18,0.03,-0.01,0.04,0.14,0.01,0.48,0,0,-0.03,0.09,77.8,92.8,22.2,84.3,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,-3.08,-0.89,0,0,0,0,0,20,62.5,38.9,0,80,57.1,44.4,25,16.7,92.9,0,0,0,0,0,85.1,83.2,0,0,0,0,0,-5.4,0,0,0,0,0,2.6,2.8,0,0,0,0,0,8,0,0,0,0,0,1.4,-2.6,0,0,0,0,0,30,50,38.9,33.3,75,57.1,44.4,25.3,"Daniel Murphy"
"300",2009-07-08,"NYM","LAD","2","1B",1,4,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,1,1.5,0.5,2.6,0.5,0,1,1,0.629,302,0.33,0,25,75,0,0,0,0,50,0,50,0,100,0,1,3,0,0,0,0,0,6,14,20,0.08,-0.01,0.09,0.57,0.06,0.46,0,0,0.08,0.08,80,92.9,5,87,0,0,0,0,15,84.7,0,0,0,0,0,1.2,0,0,0,-0.2,0,0,7.7,0,0,0,-6.38,0,0,45.5,77.8,60,100,100,100,45,75,0,92.9,0,0,0,0,0,87.3,0,0,0,84.7,0,0,-7.7,0,0,0,0,0,3.3,0,0,0,-9,0,0,8.6,0,0,0,0,0,6.2,0,0,0,3.7,0,0,53.9,71.4,60,100,100,100,35,21.9,"Daniel Murphy"
"301",2009-05-06,"NYM","PHI","6","LF",1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0,33.3,0,0.333,0.333,0.667,1,0.333,0.1,0.5,0,1,0.2,0.419,161,0,0,0,100,0,0,0,0,0,50,50,0,100,0,0,2,0,0,0,0,0,3,6,9,-0.03,-0.06,0.03,-0.17,-0.02,1,0,0,0.01,-0.03,33.3,89.7,22.2,85,0,0,33.3,79,11.1,80,0,0,0,0,0,0.5,-0.1,0,-0.2,0,0,0,15.58,-5.91,0,-6.27,4.93,0,0,33.3,66.7,44.4,0,100,50,33.3,100,22.2,90,0,0,0,0,0,84.9,78.9,0,0,79.9,0,0,-0.3,0,0,0,0,0,2.7,5.6,0,0,-6.5,0,0,10.9,0,0,0,0,0,4.2,-5.5,0,0,5.7,0,0,50,33.3,44.4,33.3,100,50,33.3,22.4,"Daniel Murphy"
"302",2008-08-18,"NYM","@PIT","2","PH",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0.1,1,0,1,0.5,0.896,471,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,1,0,0,0,0,3,3,6,0.03,0,0.03,0.13,0.01,0.99,0.99,1,0.03,0,66.7,95.8,33.3,91,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,12.73,-2.01,0,0,0,0,0,25,100,50,0,100,66.7,33.3,100,16.7,95.7,0,0,0,0,0,91.1,0,0,0,0,0,0,-2,0,0,0,0,0,2.3,0,0,0,0,0,0,8,0,0,0,0,0,3.9,0,0,0,0,0,0,33.3,66.7,50,0,100,66.7,50,24.6,"Daniel Murphy"
"303",2008-08-15,"NYM","@PIT","6","LF",1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.5,0,0.1,0.25,0,0,-0.3,0.224,30,1,50,25,25,0,0,0,0,25,50,25,0,75,25,1,1,2,0,0,0,0,9,12,21,-0.06,-0.07,0.01,-0.85,-0.09,0.76,0,0,-0.05,-0.03,57.1,90.9,19.1,85.5,0,0,0,0,4.8,82,19.1,83.8,0,0,0,-0.3,0,0,0,-0.2,0.3,0,-2.9,-0.88,0,0,-19.38,6.81,0,25,66.7,42.9,66.7,100,88.9,42.9,25,4.8,91.6,0,0,0,0,0,85.6,0,0,0,83.9,0,0,-4.4,0,0,0,0,0,2.7,0,0,0,-1.7,0,0,8.7,0,0,0,0,0,2.8,0,0,0,3.7,0,0,30.8,62.5,42.9,75,100,88.9,38.1,18,"Daniel Murphy"
"304",2008-08-13,"NYM","@WSN","6","LF",1,6,6,3,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,1,1.5,0.5,2.6,0.4,0,2,1.5,0.636,301,2,50,33.3,16.7,0,100,0,0,0,50,50,33.3,33.3,33.3,2,1,3,0,0,0,0,4,12,16,0.02,-0.04,0.06,1.25,0.13,0.45,0,0,0,0.04,87.5,90.1,12.5,89,0,0,0,0,0,0,0,0,0,0,0,0.3,1.3,0,0,0,0,0,2.27,62.55,0,0,0,0,0,20,63.6,50,100,100,100,68.8,66.7,0,90.4,0,0,0,0,0,87.4,0,0,0,0,0,0,-3.5,0,0,0,0,0,2.1,0,0,0,0,0,0,8.6,0,0,0,0,0,4.6,0,0,0,0,0,0,50,50,50,100,100,100,50,21.7,"Daniel Murphy"
"305",2008-08-12,"NYM","@WSN","8","PH",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.1,0,0,0,-0.3,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,-0.07,-0.07,0,-0.81,-0.08,2.38,2.38,1,-0.03,0,57.1,90.3,42.9,85.3,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.4,0,0,0,0,0,1.96,-12.23,0,0,0,0,0,33.3,75,57.1,0,100,75,57.1,0,14.3,90.5,0,0,0,0,0,85.7,0,0,0,0,0,0,-5.1,0,0,0,0,0,3.5,0,0,0,0,0,0,3.8,0,0,0,0,0,2.2,0,0,0,0,0,0,33.3,75,57.1,0,100,75,57.1,27.2,"Daniel Murphy"
"306",2008-08-11,"NYM","PIT","2","PH",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,1,0,1,0,1,0,0.1,0,0,0,0.3,0.708,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0.12,0.01,0.8,0.8,1,0,0,33.3,91.5,66.7,85.5,0,0,0,0,0,0,0,0,0,0,14.3,-0.1,0.4,0,0,0,0,0,-6.91,10.57,0,0,0,0,0,0,33.3,14.3,0,100,100,42.9,0,0,91.3,0,0,0,0,0,86,0,0,0,0,0,0,-2.7,0,0,0,0,0,3.2,0,0,0,0,0,0,9.7,0,0,0,0,0,2.1,0,0,0,0,0,0,0,20,14.3,0,100,100,71.4,31.5,"Daniel Murphy"
"307",2014-09-08,"NYM","COL","3","3B",1,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,1.25,1.75,0.75,2.6,0.5,0,2,1.3,0.729,387,0.5,25,25,50,0,0,0,0,25,50,25,25,50,25,1,2,1,0,0,0,0,8,12,20,0.03,-0.07,0.1,-0.09,-0.01,1.12,0,0,0.08,-0.06,45,91.4,55,86.4,0,0,0,0,0,0,0,0,0,0,0,0.1,1.3,0,0,0,0,0,0.7,11.6,0,0,0,0,0,18.2,66.7,40,50,100,87.5,45,25,5,90.8,91.9,0,0,0,0,86.4,0,0,0,0,0,0,-5.5,-8.1,0,0,0,0,2.5,0,0,0,0,0,0,8,4.3,0,0,0,0,1.6,0,0,0,0,0,0,20,60,40,50,100,87.5,50,22.6,"David Wright"
"308",2014-09-06,"NYM","@CIN","3","3B",1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0,50,0,0.25,0.25,0.25,0.5,0,0.1,0.5,0,0,-0.3,0.223,41,1,0,50,50,0,0,0,0,0,50,50,50,50,0,1,1,0,0,0,0,0,8,18,26,-0.05,-0.06,0.01,-0.28,-0.03,0.76,0,0,-0.04,-0.03,46.2,94.1,15.4,86,23.1,88.5,0,0,15.4,84.8,0,0,0,0,0,0,0,-0.3,0,0,0,0,-0.26,-0.86,-4.25,0,1,0,0,28.6,66.7,46.2,75,100,91.7,46.2,25,3.9,94.4,93.1,88.3,0,0,0,86,0,0,0,84.7,0,0,-4.2,-6.4,1.7,0,0,0,3.4,0,0,0,-5.8,0,0,8.5,5.5,3.3,0,0,0,1.7,0,0,0,1.8,0,0,12.5,61.1,46.2,0,100,91.7,69.2,20.2,"David Wright"
"309",2014-08-03,"NYM","SFG","3","3B",1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.333,0,33.3,0,0.333,0.333,0.333,0.667,0,0.1,0.5,0,0,0,0.297,92,1,50,50,0,0,0,0,0,50,0,50,50,50,0,1,0,1,0,0,0,0,3,7,10,-0.06,-0.06,0,-0.33,-0.04,0.59,0,0,-0.01,-0.09,50,92.4,20,88.5,0,0,20,78.5,10,84,0,0,0,0,0,0.4,-0.1,0,-0.9,0,0,0,8.02,-5.56,0,-42.86,3.5,0,0,60,60,60,66.7,100,83.3,50,66.7,10,0,92.3,0,0,0,0,88.7,78.6,0,0,83.9,0,0,0,8.2,0,0,0,0,2.6,-4.1,0,0,10.6,0,0,0,9.4,0,0,0,0,4.6,-5.1,0,0,5.8,0,0,40,80,60,50,100,83.3,50,21.6,"David Wright"
"310",2014-07-25,"NYM","@MIL","3","3B",1,4,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,1,0,2.6,0.5,0,1,0.4,0.446,193,1,50,25,25,0,0,0,0,25,50,25,0,25,75,1,1,2,0,0,0,0,4,7,11,0.14,-0.04,0.18,0.99,0.11,1.55,0,0,0.03,0.06,36.4,91.5,9.1,88,0,0,36.4,78.5,18.2,82,0,0,0,0,0,0.4,-0.3,0,-0.2,0.4,0,0,11.11,-27.28,0,-4.34,21.04,0,0,16.7,80,45.5,100,100,100,45.5,50,0,91.4,91.7,0,0,0,0,87.6,78.3,0,0,82.2,0,0,-1.8,-5.9,0,0,0,0,3.9,6.6,0,0,-4.8,0,0,9.4,6.7,0,0,0,0,2.6,-5.8,0,0,1.9,0,0,0,83.3,45.5,0,100,100,54.6,27,"David Wright"
"311",2014-07-19,"NYM","@SDP","3","3B",1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,0,50,0,50,0,0,0,0,50,0,50,0,100,0,0,1,1,0,0,0,0,5,11,16,-0.03,-0.03,0,-0.6,-0.08,0.29,0,0,-0.09,0,62.5,93.2,37.5,87.7,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.7,0,0,0,0,0,-3.9,-10.87,0,0,0,0,0,50,88.9,73.3,66.7,87.5,81.8,60,50,12.5,93,93.6,0,0,0,0,87.7,0,0,0,0,0,0,-3.8,-6.5,0,0,0,0,2.6,0,0,0,0,0,0,9.7,4.8,0,0,0,0,2.1,0,0,0,0,0,0,28.6,100,68.8,50,88.9,81.8,56.3,18.4,"David Wright"
